0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.84,4.59,4.50,4.32,4.04,3.89,3.77,3.35,2.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.43,5.25,5.11,5.01,4.64,4.43,4.10,3.84,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.92,5.74,5.54,5.33,5.03,4.72,4.41,4.17,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.31,6.21,6.03,5.81,5.67,5.56,5.31,5.03,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
12.08,10.66,10.66,9.88,9.43,9.02,8.70,8.24,8.03,7.63,7.29,6.97,6.56,6.21,5.96,5.85,5.76,5.51,5.32,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
12.59,11.43,11.30,10.63,10.58,9.89,9.54,9.14,8.54,8.49,8.29,7.82,7.43,7.02,6.81,6.59,6.54,6.29,5.95,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
12.49,12.35,11.23,10.88,10.56,10.09,9.72,9.37,9.05,8.71,8.48,7.99,7.48,7.27,7.05,6.98,6.88,6.66,6.43,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
13.94,12.50,12.81,12.07,11.42,11.16,10.42,10.29,10.01,9.70,9.35,8.90,8.55,7.99,7.60,7.52,7.61,7.47,7.11,6.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
13.81,13.14,12.79,11.85,11.95,11.26,10.71,10.36,10.07,9.96,9.47,9.07,8.65,8.35,7.95,7.96,7.80,7.72,7.58,7.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
14.82,13.80,13.96,12.70,12.75,12.19,11.98,11.44,11.16,10.82,10.28,9.72,9.66,9.34,8.85,8.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
16.78,14.06,14.39,12.95,13.13,12.33,11.90,11.75,11.29,10.80,10.39,10.37,10.15,9.47,9.15,9.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
13.22,16.30,14.63,14.37,13.75,13.34,13.18,12.59,12.09,11.60,11.53,11.81,11.05,10.23,9.63,10.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.88,1.42,1.68,1.70,2.50,3.16,3.56,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.56,1.05,1.58,1.78,2.35,2.94,3.20,3.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.67,0.97,1.58,1.87,2.36,2.88,3.06,3.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.40,0.88,1.62,1.88,2.19,2.38,2.97,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-8.68,-9.05,-8.47,-8.23,-7.90,-7.56,-7.19,-6.82,-6.38,-6.08,-5.86,-5.53,-5.43,-5.10,-5.09,-4.54,2.12,2.56,2.93,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-8.97,-9.19,-8.46,-8.25,-7.86,-7.50,-7.05,-6.76,-6.50,-6.46,-6.28,-5.76,-5.53,-5.33,-5.19,-4.99,2.06,2.49,2.61,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-9.22,-8.28,-8.42,-7.96,-7.72,-7.35,-6.84,-6.51,-6.22,-6.26,-6.02,-5.71,-5.30,-5.07,-4.91,-4.61,2.47,2.80,3.23,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-8.75,-9.14,-8.41,-7.84,-7.69,-7.29,-7.12,-6.64,-6.43,-6.26,-5.91,-5.54,-5.32,-5.03,-4.91,-4.83,2.06,2.68,3.01,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-9.09,-8.27,-8.12,-7.96,-7.43,-7.07,-6.61,-6.43,-6.39,-6.09,-5.73,-5.37,-5.17,-4.91,-4.79,-4.45,2.47,3.03,3.52,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-8.96,-8.54,-8.01,-7.81,-7.42,-7.07,-6.63,-6.42,-5.97,-5.47,-5.01,-5.12,-5.12,-4.88,-4.66,-4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-7.83,-8.06,-7.49,-7.38,-6.85,-6.74,-6.38,-5.95,-5.42,-4.99,-4.50,-4.46,-4.25,-4.61,-3.94,-3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-9.29,-7.45,-7.90,-7.07,-7.41,-6.89,-6.50,-5.87,-5.50,-4.79,-4.34,-5.11,-4.42,-4.33,-3.79,-3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
